district,sector,industry_opportunity_score,training_pressure_score,evidence_confidence,projection_available,industry_size,organization_count,candidate_aspiration,mssds_trained_2022_23,dsdp_training,projected_training,source,normalized_district,normalized_sector
Mumbai Suburban,Power,0.73,,0.83,False,42.0,1.0,34.0,153.0,270.0,,mssds_2023_projection_merged.csv,mumbai suburban,power
Mumbai Suburban,Retail,,,0.33,True,,,,,450.0,2233.0,mssds_2023_projection_merged.csv,mumbai suburban,retail
Mumbai Suburban,Rubber,0.13,,0.33,False,,,6.0,,240.0,,mssds_2023_projection_merged.csv,mumbai suburban,rubber
Mumbai Suburban,Sports,13.71,,0.33,False,,,620.0,,60.0,,mssds_2023_projection_merged.csv,mumbai suburban,sports
Mumbai Suburban,Telecom,1.02,,0.83,True,2.0,2.0,26.0,,250.0,50.0,mssds_2023_projection_merged.csv,mumbai suburban,telecom
Mumbai Suburban,Textile,1.22,,0.33,False,,,55.0,,120.0,,mssds_2023_projection_merged.csv,mumbai suburban,textile
Mumbai Suburban,Tourism & Hospitality,21.92,,0.83,False,12515.0,5.0,338.0,80.0,720.0,,mssds_2023_projection_merged.csv,mumbai suburban,tourism & hospitality
Nagpur,Aerospace & Aviation,2.92,,0.5,False,,,132.0,299.0,60.0,,mssds_2023_projection_merged.csv,nagpur,aerospace & aviation
Nagpur,Agriculture,5.55,7.19,1.0,True,37.0,4.0,499.0,1290.0,140.0,100.0,mssds_2023_projection_merged.csv,nagpur,agriculture
Nagpur,Apparel,1.24,,0.83,False,1.0,1.0,107.0,1070.0,300.0,,mssds_2023_projection_merged.csv,nagpur,apparel
Nagpur,Automotive,8.26,,0.83,False,2694.0,6.0,269.0,50.0,80.0,,mssds_2023_projection_merged.csv,nagpur,automotive
Nagpur,Beauty & Wellness,5.1,,0.67,False,,1.0,342.0,479.0,160.0,,mssds_2023_projection_merged.csv,nagpur,beauty & wellness
Nagpur,BFSI,11.56,,0.5,False,3207.0,10.0,393.0,,,,mssds_2023_projection_merged.csv,nagpur,bfsi
Nagpur,Capital Goods,0.53,,0.83,False,27.0,1.0,11.0,190.0,160.0,,mssds_2023_projection_merged.csv,nagpur,capital goods
Nagpur,Construction,1.71,,0.83,True,25.0,1.0,163.0,,160.0,270.0,mssds_2023_projection_merged.csv,nagpur,construction
Nagpur,Domestic Workers,0.69,,0.5,False,,,31.0,150.0,60.0,,mssds_2023_projection_merged.csv,nagpur,domestic workers
Nagpur,Electronics,6.57,18.4,1.0,True,168.0,4.0,607.0,399.0,220.0,90.0,mssds_2023_projection_merged.csv,nagpur,electronics
Nagpur,Food Processing,1.89,,0.83,False,23.0,2.0,134.0,150.0,120.0,,mssds_2023_projection_merged.csv,nagpur,food processing
Nagpur,Gem & Jewellery,0.38,,0.33,False,,,17.0,685.0,,,mssds_2023_projection_merged.csv,nagpur,gem & jewellery
Nagpur,Green Jobs,1.24,0.0,0.67,True,,,56.0,200.0,80.0,0.0,mssds_2023_projection_merged.csv,nagpur,green jobs
Nagpur,Instrumentation,,,0.17,False,,,,3875.0,,,mssds_2023_projection_merged.csv,nagpur,instrumentation
Nagpur,Iron & Steel,2.3,,0.5,False,850.0,2.0,40.0,,,,mssds_2023_projection_merged.csv,nagpur,iron & steel
Nagpur,IT/ITeS,17.45,0.0,1.0,True,5551.0,7.0,895.0,400.0,180.0,0.0,mssds_2023_projection_merged.csv,nagpur,it/ites
Nagpur,Life Science,1.77,,0.5,False,,,80.0,60.0,60.0,,mssds_2023_projection_merged.csv,nagpur,life science
Nagpur,Logistics,0.66,,0.83,False,125.0,1.0,10.0,0.0,180.0,,mssds_2023_projection_merged.csv,nagpur,logistics
Nagpur,Management,4.61,,0.83,False,222.0,5.0,291.0,330.0,120.0,,mssds_2023_projection_merged.csv,nagpur,management
Nagpur,Media & Entertainment,7.94,,0.5,False,,,359.0,2810.0,250.0,,mssds_2023_projection_merged.csv,nagpur,media & entertainment
Nagpur,Power,2.9,,0.5,False,,,131.0,260.0,100.0,,mssds_2023_projection_merged.csv,nagpur,power
Nagpur,Telecom,0.62,0.0,0.67,True,,,28.0,530.0,120.0,0.0,mssds_2023_projection_merged.csv,nagpur,telecom
Nanded,Agriculture,6.05,,0.83,True,98.0,9.0,288.0,,600.0,3391.0,mssds_2023_projection_merged.csv,nanded,agriculture
Nanded,Apparel,5.35,,0.83,False,20.0,3.0,529.0,561.0,840.0,,mssds_2023_projection_merged.csv,nanded,apparel
Nanded,Automotive,1.77,,0.5,False,,1.0,84.0,,120.0,,mssds_2023_projection_merged.csv,nanded,automotive
Nanded,Beauty & Wellness,8.96,,0.67,False,673.0,,748.0,30.0,120.0,,mssds_2023_projection_merged.csv,nanded,beauty & wellness
Nanded,BFSI,8.54,,0.5,False,296.0,10.0,521.0,,,,mssds_2023_projection_merged.csv,nanded,bfsi
Nanded,Capital Goods,9.8,,0.83,False,529.0,21.0,60.0,510.0,240.0,,mssds_2023_projection_merged.csv,nanded,capital goods
Nanded,Construction,4.71,,0.83,True,45.0,9.0,124.0,,120.0,3220.0,mssds_2023_projection_merged.csv,nanded,construction
Nanded,Electronics,23.21,0.0,1.0,True,127.0,11.0,2393.0,810.0,810.0,0.0,mssds_2023_projection_merged.csv,nanded,electronics
Nanded,Food Processing,4.72,,0.67,False,50.0,10.0,71.0,,240.0,,mssds_2023_projection_merged.csv,nanded,food processing
Nanded,Infrastructure,1.57,,0.5,False,162.0,3.0,15.0,,,,mssds_2023_projection_merged.csv,nanded,infrastructure
Nanded,Logistics,8.29,,0.67,False,,12.0,7.0,54.0,240.0,,mssds_2023_projection_merged.csv,nanded,logistics
Nanded,Media & Entertainment,7.72,,0.67,False,6.0,8.0,572.0,,120.0,,mssds_2023_projection_merged.csv,nanded,media & entertainment
Nanded,Plumbing,0.2,,0.5,False,,,9.0,90.0,150.0,,mssds_2023_projection_merged.csv,nanded,plumbing
Nanded,Power,1.84,,0.83,False,30.0,3.0,73.0,30.0,360.0,,mssds_2023_projection_merged.csv,nanded,power
Nanded,Retail,,,0.33,True,,,,,120.0,0.0,mssds_2023_projection_merged.csv,nanded,retail
Nanded,Telecom,5.44,0.0,1.0,True,2.0,2.0,596.0,540.0,117.0,0.0,mssds_2023_projection_merged.csv,nanded,telecom
Nanded,Tourism & Hospitality,9.02,,0.67,False,,2.0,593.0,600.0,390.0,,mssds_2023_projection_merged.csv,nanded,tourism & hospitality
Nandurbar,Agriculture,8.75,66.67,1.0,True,241.0,11.0,505.0,60.0,600.0,120.0,mssds_2023_projection_merged.csv,nandurbar,agriculture
Nandurbar,Apparel,2.32,,0.83,False,1.0,1.0,247.0,210.0,240.0,,mssds_2023_projection_merged.csv,nandurbar,apparel
Nandurbar,Automotive,1.15,,0.67,False,113.0,1.0,76.0,,420.0,,mssds_2023_projection_merged.csv,nandurbar,automotive
Nandurbar,Beauty & Wellness,7.91,,0.67,False,,2.0,507.0,90.0,90.0,,mssds_2023_projection_merged.csv,nandurbar,beauty & wellness
Nandurbar,Capital Goods,0.07,,0.5,False,,,3.0,120.0,180.0,,mssds_2023_projection_merged.csv,nandurbar,capital goods
Nandurbar,Construction,1.02,,0.5,True,,,46.0,,150.0,90.0,mssds_2023_projection_merged.csv,nandurbar,construction
Nandurbar,Electronics,6.85,0.0,0.83,True,,2.0,425.0,540.0,420.0,0.0,mssds_2023_projection_merged.csv,nandurbar,electronics
Nandurbar,Food Processing,7.77,,0.83,False,331.0,17.0,45.0,180.0,420.0,,mssds_2023_projection_merged.csv,nandurbar,food processing
Nandurbar,Furniture & Fittings,0.22,,0.33,False,,,10.0,,180.0,,mssds_2023_projection_merged.csv,nandurbar,furniture & fittings
Nandurbar,Green Jobs,1.77,,0.5,True,,,80.0,,60.0,0.0,mssds_2023_projection_merged.csv,nandurbar,green jobs
Nandurbar,Handicraft & Carpet,0.27,,0.33,False,,,12.0,,60.0,,mssds_2023_projection_merged.csv,nandurbar,handicraft & carpet
Nandurbar,Healthcare,5.62,,0.67,False,100.0,1.0,655.0,,330.0,,mssds_2023_projection_merged.csv,nandurbar,healthcare
Nandurbar,Iron & Steel,0.82,,0.5,False,250.0,1.0,9.0,,,,mssds_2023_projection_merged.csv,nandurbar,iron & steel
Nandurbar,Logistics,0.04,,0.5,False,,,2.0,20.0,60.0,,mssds_2023_projection_merged.csv,nandurbar,logistics
Nandurbar,Management,1.61,,0.67,False,58.0,2.0,92.0,,180.0,,mssds_2023_projection_merged.csv,nandurbar,management
Nandurbar,Media & Entertainment,1.19,,0.5,False,,,54.0,60.0,120.0,,mssds_2023_projection_merged.csv,nandurbar,media & entertainment
Nandurbar,Plumbing,0.38,,0.5,False,,,17.0,30.0,120.0,,mssds_2023_projection_merged.csv,nandurbar,plumbing
Nandurbar,Power,0.38,,0.5,False,,,17.0,60.0,180.0,,mssds_2023_projection_merged.csv,nandurbar,power
Nandurbar,Textile,6.8,,0.67,False,32.0,16.0,25.0,,420.0,,mssds_2023_projection_merged.csv,nandurbar,textile
Nandurbar,Tourism & Hospitality,7.46,,0.83,False,220.0,17.0,25.0,300.0,120.0,,mssds_2023_projection_merged.csv,nandurbar,tourism & hospitality
Nashik,Agriculture,6.99,,0.83,True,1058.0,5.0,450.0,,2850.0,200.0,mssds_2023_projection_merged.csv,nashik,agriculture
Nashik,Apparel,2.12,,0.83,False,2.0,2.0,168.0,145.0,540.0,,mssds_2023_projection_merged.csv,nashik,apparel
Nashik,Automotive,22.52,,0.83,False,11687.0,10.0,298.0,90.0,420.0,,mssds_2023_projection_merged.csv,nashik,automotive
Nashik,Capital Goods,5.62,,0.83,False,1521.0,8.0,32.0,389.0,640.0,,mssds_2023_projection_merged.csv,nashik,capital goods
Nashik,Construction,5.6,,0.5,True,,,253.0,,540.0,210.0,mssds_2023_projection_merged.csv,nashik,construction
Nashik,Domestic Workers,0.97,,0.5,False,,,44.0,24.0,1540.0,,mssds_2023_projection_merged.csv,nashik,domestic workers
Nashik,Electronics,7.89,42.86,1.0,True,1060.0,7.0,460.0,240.0,840.0,180.0,mssds_2023_projection_merged.csv,nashik,electronics
Nashik,Food Processing,2.84,,0.83,False,900.0,1.0,154.0,434.0,1140.0,,mssds_2023_projection_merged.csv,nashik,food processing
Nashik,Furniture & Fittings,0.67,,0.67,False,5.0,1.0,33.0,,790.0,,mssds_2023_projection_merged.csv,nashik,furniture & fittings
Nashik,Green Jobs,2.46,,0.5,True,,,111.0,,520.0,0.0,mssds_2023_projection_merged.csv,nashik,green jobs
Nashik,Handicraft & Carpet,0.55,,0.33,False,,,25.0,,1020.0,,mssds_2023_projection_merged.csv,nashik,handicraft & carpet
Nashik,Healthcare,9.53,,0.67,False,,1.0,686.0,90.0,1230.0,,mssds_2023_projection_merged.csv,nashik,healthcare
Nashik,Hydrocarbon,0.42,,0.5,False,,,19.0,120.0,240.0,,mssds_2023_projection_merged.csv,nashik,hydrocarbon
Nashik,Infrastructure,0.55,,0.67,False,37.0,1.0,11.0,,240.0,,mssds_2023_projection_merged.csv,nashik,infrastructure
Nashik,Iron & Steel,1.91,,0.5,False,264.0,3.0,41.0,,,,mssds_2023_projection_merged.csv,nashik,iron & steel
Nashik,Leather,0.4,,0.5,False,,,18.0,30.0,240.0,,mssds_2023_projection_merged.csv,nashik,leather
Nashik,Life Science,7.61,,0.5,False,,,344.0,40.0,210.0,,mssds_2023_projection_merged.csv,nashik,life science
Nashik,Logistics,0.29,,0.5,False,,,13.0,20.0,480.0,,mssds_2023_projection_merged.csv,nashik,logistics
Nashik,Management,8.16,,0.83,False,1099.0,6.0,541.0,23.0,1220.0,,mssds_2023_projection_merged.csv,nashik,management
Nashik,Media & Entertainment,4.58,,0.5,False,,,207.0,180.0,330.0,,mssds_2023_projection_merged.csv,nashik,media & entertainment
Nashik,Paints & Coatings,0.69,,0.67,False,50.0,1.0,27.0,,310.0,,mssds_2023_projection_merged.csv,nashik,paints & coatings
Nashik,Plumbing,0.22,,0.5,False,,,10.0,3.0,480.0,,mssds_2023_projection_merged.csv,nashik,plumbing
Nashik,Power,2.48,,0.5,False,,,112.0,233.0,340.0,,mssds_2023_projection_merged.csv,nashik,power
Nashik,Retail,,,0.33,True,,,,,300.0,400.0,mssds_2023_projection_merged.csv,nashik,retail
Nashik,Rubber,0.62,,0.67,False,133.0,1.0,3.0,,240.0,,mssds_2023_projection_merged.csv,nashik,rubber
Nashik,Sports,5.51,,0.33,False,,,249.0,,270.0,,mssds_2023_projection_merged.csv,nashik,sports
Nashik,Tourism & Hospitality,12.76,,0.83,False,8333.0,1.0,111.0,62.0,630.0,,mssds_2023_projection_merged.csv,nashik,tourism & hospitality
Dharashiv,Agriculture,8.12,,0.83,True,1286.0,11.0,237.0,,540.0,196.0,mssds_2023_projection_merged.csv,dharashiv,agriculture
Dharashiv,Apparel,3.81,,0.83,False,208.0,4.0,243.0,585.0,620.0,,mssds_2023_projection_merged.csv,dharashiv,apparel
Dharashiv,Automotive,3.8,,0.83,False,1244.0,4.0,57.0,30.0,180.0,,mssds_2023_projection_merged.csv,dharashiv,automotive
Dharashiv,Capital Goods,1.5,,0.67,False,61.0,3.0,24.0,,120.0,,mssds_2023_projection_merged.csv,dharashiv,capital goods
Dharashiv,Construction,1.76,,0.83,True,43.0,3.0,61.0,,270.0,180.0,mssds_2023_projection_merged.csv,dharashiv,construction
Dharashiv,Electronics,2.19,0.0,1.0,True,1.0,1.0,230.0,284.0,360.0,0.0,mssds_2023_projection_merged.csv,dharashiv,electronics
Dharashiv,Food Processing,2.21,,0.83,False,298.0,4.0,21.0,60.0,270.0,,mssds_2023_projection_merged.csv,dharashiv,food processing
Dharashiv,Healthcare,1.66,,0.67,False,10.0,1.0,160.0,,180.0,,mssds_2023_projection_merged.csv,dharashiv,healthcare
Dharashiv,Life Science,1.28,,0.67,False,330.0,1.0,54.0,,60.0,,mssds_2023_projection_merged.csv,dharashiv,life science
Dharashiv,Logistics,0.43,,0.83,False,7.0,1.0,2.0,145.0,180.0,,mssds_2023_projection_merged.csv,dharashiv,logistics
Dharashiv,Management,2.03,,0.67,False,58.0,3.0,93.0,,120.0,,mssds_2023_projection_merged.csv,dharashiv,management
Dharashiv,Media & Entertainment,1.93,,0.67,False,,1.0,97.0,450.0,270.0,,mssds_2023_projection_merged.csv,dharashiv,media & entertainment
Dharashiv,Paints & Coatings,0.24,,0.33,False,,,11.0,,60.0,,mssds_2023_projection_merged.csv,dharashiv,paints & coatings
Dharashiv,Telecom,0.44,0.0,0.67,True,,,20.0,150.0,120.0,0.0,mssds_2023_projection_merged.csv,dharashiv,telecom
Dharashiv,Tourism & Hospitality,0.53,,0.5,False,,,24.0,422.0,240.0,,mssds_2023_projection_merged.csv,dharashiv,tourism & hospitality
Parbhani,Apparel,5.47,,0.83,False,0.0,1.0,654.0,338.0,960.0,,mssds_2023_projection_merged.csv,parbhani,apparel
Parbhani,Automotive,2.31,,0.83,False,75.0,3.0,126.0,30.0,450.0,,mssds_2023_projection_merged.csv,parbhani,automotive
Parbhani,Beauty & Wellness,7.37,,0.83,False,667.0,2.0,727.0,180.0,330.0,,mssds_2023_projection_merged.csv,parbhani,beauty & wellness
Parbhani,Capital Goods,2.02,,0.83,False,41.0,3.0,95.0,50.0,420.0,,mssds_2023_projection_merged.csv,parbhani,capital goods
Parbhani,Construction,0.91,100.0,1.0,True,0.0,0.0,117.0,0.0,360.0,120.0,mssds_2023_projection_merged.csv,parbhani,construction
Parbhani,Domestic Workers,0.41,,0.83,False,0.0,0.0,53.0,0.0,30.0,,mssds_2023_projection_merged.csv,parbhani,domestic workers
Parbhani,Electronics,13.08,0.0,1.0,True,11.0,2.0,1582.0,655.0,780.0,0.0,mssds_2023_projection_merged.csv,parbhani,electronics
Parbhani,Food Processing,2.73,,0.83,False,8.0,1.0,298.0,240.0,240.0,,mssds_2023_projection_merged.csv,parbhani,food processing
Parbhani,Furniture & Fittings,1.06,,0.83,False,14.0,2.0,29.0,0.0,60.0,,mssds_2023_projection_merged.csv,parbhani,furniture & fittings
Parbhani,Gem & Jewellery,0.61,,0.83,False,1.0,1.0,26.0,0.0,90.0,,mssds_2023_projection_merged.csv,parbhani,gem & jewellery
Parbhani,Green Jobs,0.41,,1.0,True,0.0,0.0,53.0,0.0,30.0,0.0,mssds_2023_projection_merged.csv,parbhani,green jobs
Parbhani,Handicraft & Carpet,0.14,,0.83,False,0.0,0.0,18.0,0.0,90.0,,mssds_2023_projection_merged.csv,parbhani,handicraft & carpet
Parbhani,Healthcare,2.22,,0.83,False,1.0,1.0,233.0,120.0,750.0,,mssds_2023_projection_merged.csv,parbhani,healthcare
Parbhani,Hydrocarbon,0.12,,0.83,False,0.0,0.0,15.0,0.0,60.0,,mssds_2023_projection_merged.csv,parbhani,hydrocarbon
Parbhani,Iron & Steel,1.25,,0.83,False,276.0,2.0,7.0,0.0,60.0,,mssds_2023_projection_merged.csv,parbhani,iron & steel
Parbhani,Leather,0.05,,0.83,False,0.0,0.0,7.0,0.0,30.0,,mssds_2023_projection_merged.csv,parbhani,leather
Parbhani,Life Science,0.47,,0.83,False,0.0,0.0,61.0,0.0,30.0,,mssds_2023_projection_merged.csv,parbhani,life science
Parbhani,Logistics,0.03,,0.83,False,0.0,0.0,4.0,115.0,240.0,,mssds_2023_projection_merged.csv,parbhani,logistics
Parbhani,Management,2.36,,0.83,False,71.0,3.0,134.0,0.0,180.0,,mssds_2023_projection_merged.csv,parbhani,management
Parbhani,Media & Entertainment,3.85,,0.83,False,0.0,1.0,444.0,450.0,270.0,,mssds_2023_projection_merged.csv,parbhani,media & entertainment
Parbhani,Plumbing,0.14,,0.83,False,0.0,0.0,18.0,0.0,120.0,,mssds_2023_projection_merged.csv,parbhani,plumbing
Parbhani,Power,0.29,,0.83,False,0.0,0.0,37.0,60.0,120.0,,mssds_2023_projection_merged.csv,parbhani,power
Parbhani,Retail,0.0,,1.0,True,0.0,0.0,0.0,0.0,60.0,0.0,mssds_2023_projection_merged.csv,parbhani,retail
Parbhani,Telecom,4.59,0.0,1.0,True,0.0,0.0,593.0,500.0,150.0,0.0,mssds_2023_projection_merged.csv,parbhani,telecom
Parbhani,Textile,1.88,,0.83,False,645.0,2.0,22.0,0.0,120.0,,mssds_2023_projection_merged.csv,parbhani,textile
Parbhani,Tourism & Hospitality,1.23,,0.83,False,0.0,0.0,159.0,170.0,240.0,,mssds_2023_projection_merged.csv,parbhani,tourism & hospitality
Pune,Apparel,7.2,,0.83,False,1576.0,9.0,173.0,2870.0,210.0,,mssds_2023_projection_merged.csv,pune,apparel
Pune,Automotive,43.88,,0.67,False,19022.0,36.0,375.0,,930.0,,mssds_2023_projection_merged.csv,pune,automotive
Pune,Beauty & Wellness,6.2,,0.83,False,25.0,7.0,426.0,831.0,270.0,,mssds_2023_projection_merged.csv,pune,beauty & wellness
Pune,Capital Goods,12.12,,0.83,False,2577.0,20.0,48.0,1451.0,930.0,,mssds_2023_projection_merged.csv,pune,capital goods
Pune,Construction,3.27,,0.83,True,13.0,2.0,314.0,,270.0,169.0,mssds_2023_projection_merged.csv,pune,construction
Pune,Domestic Workers,0.73,,0.5,False,,,33.0,738.0,150.0,,mssds_2023_projection_merged.csv,pune,domestic workers
Pune,Electronics,15.58,17.8,1.0,True,2247.0,19.0,606.0,1561.0,960.0,338.0,mssds_2023_projection_merged.csv,pune,electronics
Pune,Food Processing,8.46,,0.83,False,3920.0,3.0,236.0,3011.0,330.0,,mssds_2023_projection_merged.csv,pune,food processing
Pune,Furniture & Fittings,0.67,,0.67,False,5.0,1.0,33.0,,240.0,,mssds_2023_projection_merged.csv,pune,furniture & fittings
Pune,Gem & Jewellery,1.0,,0.33,False,,,45.0,,120.0,,mssds_2023_projection_merged.csv,pune,gem & jewellery
Pune,Handicraft & Carpet,0.58,,0.33,False,,,26.0,,120.0,,mssds_2023_projection_merged.csv,pune,handicraft & carpet
Pune,Healthcare,6.54,,0.67,False,402.0,3.0,614.0,,360.0,,mssds_2023_projection_merged.csv,pune,healthcare
Pune,Hydrocarbon,0.46,,0.33,False,,,21.0,,120.0,,mssds_2023_projection_merged.csv,pune,hydrocarbon
Pune,Infrastructure,0.57,,0.83,False,37.0,1.0,14.0,0.0,90.0,,mssds_2023_projection_merged.csv,pune,infrastructure
Pune,Iron & Steel,5.18,,0.83,False,1260.0,7.0,74.0,0.0,210.0,,mssds_2023_projection_merged.csv,pune,iron & steel
Pune,Life Science,31.22,,0.5,False,20444.0,4.0,180.0,,,,mssds_2023_projection_merged.csv,pune,life science
Pune,Logistics,4.18,,0.83,False,1278.0,5.0,48.0,395.0,360.0,,mssds_2023_projection_merged.csv,pune,logistics
Pune,Management,9.61,,0.67,False,800.0,12.0,463.0,,300.0,,mssds_2023_projection_merged.csv,pune,management
Pune,Media & Entertainment,2.0,,0.83,False,4.0,1.0,205.0,1500.0,720.0,,mssds_2023_projection_merged.csv,pune,media & entertainment
Pune,Mining,0.67,,0.5,False,160.0,1.0,5.0,,,,mssds_2023_projection_merged.csv,pune,mining
Pune,Paints & Coatings,0.65,,0.5,False,110.0,1.0,12.0,,,,mssds_2023_projection_merged.csv,pune,paints & coatings
Pune,Plumbing,0.04,,0.33,False,,,2.0,,120.0,,mssds_2023_projection_merged.csv,pune,plumbing
Pune,Power,24.81,,0.67,False,17005.0,2.0,70.0,,600.0,,mssds_2023_projection_merged.csv,pune,power
Pune,Retail,,,0.33,True,,,,,210.0,113.0,mssds_2023_projection_merged.csv,pune,retail
Pune,Rubber,0.92,,0.83,False,350.0,1.0,3.0,60.0,540.0,,mssds_2023_projection_merged.csv,pune,rubber
Pune,Telecom,1.0,0.0,0.67,True,,,45.0,660.0,390.0,0.0,mssds_2023_projection_merged.csv,pune,telecom
Pune,Textile,2.79,,0.5,False,1500.0,1.0,40.0,,,,mssds_2023_projection_merged.csv,pune,textile
Pune,Tourism & Hospitality,37.68,,0.83,False,24526.0,7.0,129.0,52.0,510.0,,mssds_2023_projection_merged.csv,pune,tourism & hospitality
Raigad,Agriculture,1.32,,0.83,True,28.0,2.0,60.0,,570.0,256.0,mssds_2023_projection_merged.csv,raigad,agriculture
Raigad,Apparel,1.09,,0.83,False,2.0,1.0,87.0,527.0,270.0,,mssds_2023_projection_merged.csv,raigad,apparel
Raigad,Automotive,4.11,,0.67,False,2449.0,1.0,42.0,,480.0,,mssds_2023_projection_merged.csv,raigad,automotive
Raigad,Capital Goods,1.94,,0.83,False,166.0,4.0,9.0,360.0,390.0,,mssds_2023_projection_merged.csv,raigad,capital goods
Raigad,Electronics,2.52,0.0,1.0,True,4.0,3.0,166.0,510.0,330.0,0.0,mssds_2023_projection_merged.csv,raigad,electronics
Raigad,Green Jobs,0.46,0.0,0.67,True,,,21.0,111.0,630.0,0.0,mssds_2023_projection_merged.csv,raigad,green jobs
Raigad,Healthcare,2.28,,0.67,False,16.0,3.0,133.0,,450.0,,mssds_2023_projection_merged.csv,raigad,healthcare
Raigad,Iron & Steel,1.69,,0.67,False,251.0,2.0,68.0,,90.0,,mssds_2023_projection_merged.csv,raigad,iron & steel
Raigad,Logistics,4.07,,0.83,False,508.0,6.0,118.0,105.0,630.0,,mssds_2023_projection_merged.csv,raigad,logistics
Raigad,Plumbing,1.24,,0.67,False,161.0,2.0,25.0,,120.0,,mssds_2023_projection_merged.csv,raigad,plumbing
Raigad,Power,1.16,,0.83,False,140.0,2.0,19.0,22.0,120.0,,mssds_2023_projection_merged.csv,raigad,power
Raigad,Telecom,0.22,,0.5,True,,,10.0,,60.0,0.0,mssds_2023_projection_merged.csv,raigad,telecom
Raigad,Textile,0.11,,0.33,False,,,5.0,,210.0,,mssds_2023_projection_merged.csv,raigad,textile
Ratnagiri,Agriculture,2.67,38.08,1.0,True,248.0,2.0,195.0,470.0,840.0,289.0,mssds_2023_projection_merged.csv,ratnagiri,agriculture
Ratnagiri,Apparel,3.24,,0.83,False,880.0,2.0,156.0,253.0,570.0,,mssds_2023_projection_merged.csv,ratnagiri,apparel
Ratnagiri,Automotive,7.3,,0.83,False,2537.0,5.0,227.0,20.0,330.0,,mssds_2023_projection_merged.csv,ratnagiri,automotive
Ratnagiri,Capital Goods,2.17,,0.67,False,644.0,3.0,7.0,,300.0,,mssds_2023_projection_merged.csv,ratnagiri,capital goods
Ratnagiri,Construction,0.73,,0.83,True,8.0,1.0,40.0,,330.0,100.0,mssds_2023_projection_merged.csv,ratnagiri,construction
Ratnagiri,Electronics,5.06,27.03,1.0,True,148.0,3.0,468.0,270.0,150.0,100.0,mssds_2023_projection_merged.csv,ratnagiri,electronics
Ratnagiri,Green Jobs,0.77,,0.5,True,,,35.0,,180.0,0.0,mssds_2023_projection_merged.csv,ratnagiri,green jobs
Ratnagiri,Healthcare,3.12,,0.5,False,,,141.0,30.0,180.0,,mssds_2023_projection_merged.csv,ratnagiri,healthcare
Ratnagiri,Logistics,1.64,,0.33,False,,,74.0,,60.0,,mssds_2023_projection_merged.csv,ratnagiri,logistics
Ratnagiri,Management,4.64,,0.67,False,96.0,4.0,371.0,,30.0,,mssds_2023_projection_merged.csv,ratnagiri,management
Ratnagiri,Plumbing,0.6,,0.33,False,,,27.0,,90.0,,mssds_2023_projection_merged.csv,ratnagiri,plumbing
Ratnagiri,Power,1.2,,0.67,False,161.0,1.0,73.0,,30.0,,mssds_2023_projection_merged.csv,ratnagiri,power
Sangli,Agriculture,6.49,,0.83,True,37.0,3.0,673.0,,1860.0,56.0,mssds_2023_projection_merged.csv,sangli,agriculture
Sangli,Apparel,4.11,,0.83,False,300.0,3.0,319.0,900.0,1320.0,,mssds_2023_projection_merged.csv,sangli,apparel
Sangli,Automotive,13.21,,0.83,False,3390.0,14.0,362.0,60.0,1260.0,,mssds_2023_projection_merged.csv,sangli,automotive
Sangli,Capital Goods,3.97,,0.83,False,534.0,7.0,47.0,88.0,900.0,,mssds_2023_projection_merged.csv,sangli,capital goods
Sangli,Construction,8.76,,0.83,True,136.0,15.0,313.0,,960.0,168.0,mssds_2023_projection_merged.csv,sangli,construction
Sangli,Electronics,7.43,5.46,1.0,True,10.0,1.0,905.0,970.0,1170.0,56.0,mssds_2023_projection_merged.csv,sangli,electronics
Sangli,Green Jobs,4.22,,0.67,True,,3.0,168.0,,120.0,0.0,mssds_2023_projection_merged.csv,sangli,green jobs
Sangli,Healthcare,16.07,,0.5,False,,4.0,1034.0,,900.0,,mssds_2023_projection_merged.csv,sangli,healthcare
Sangli,Iron & Steel,5.1,,0.67,False,609.0,9.0,74.0,,60.0,,mssds_2023_projection_merged.csv,sangli,iron & steel
Sangli,Logistics,0.31,,0.33,False,,,14.0,,420.0,,mssds_2023_projection_merged.csv,sangli,logistics
Sangli,Management,8.56,,0.67,False,75.0,5.0,828.0,,240.0,,mssds_2023_projection_merged.csv,sangli,management
Sangli,Plumbing,0.39,,0.67,False,,0.0,30.0,60.0,120.0,,mssds_2023_projection_merged.csv,sangli,plumbing
Sangli,Power,4.0,,0.67,False,,2.0,204.0,44.0,300.0,,mssds_2023_projection_merged.csv,sangli,power
Sangli,Retail,,,0.33,True,,,,,60.0,56.0,mssds_2023_projection_merged.csv,sangli,retail
Sangli,Telecom,0.77,,0.5,True,,,35.0,,300.0,0.0,mssds_2023_projection_merged.csv,sangli,telecom
Sangli,Textile,1.11,,0.67,False,200.0,1.0,55.0,,60.0,,mssds_2023_projection_merged.csv,sangli,textile
Satara,Agriculture,11.01,52.63,1.0,True,475.0,13.0,649.0,180.0,1260.0,200.0,mssds_2023_projection_merged.csv,satara,agriculture
Satara,Apparel,9.01,,0.83,False,155.0,4.0,924.0,390.0,240.0,,mssds_2023_projection_merged.csv,satara,apparel
Satara,Automotive,27.15,,0.83,False,9098.0,21.0,775.0,180.0,510.0,,mssds_2023_projection_merged.csv,satara,automotive
