district,sector,industry_opportunity_score,training_pressure_score,evidence_confidence,projection_available,industry_size,organization_count,candidate_aspiration,mssds_trained_2022_23,dsdp_training,projected_training,source,normalized_district,normalized_sector
Gadchiroli,Automotive,3.86,,0.83,False,1450.0,4.0,28.0,163.0,330.0,,mssds_2023_projection_merged.csv,gadchiroli,automotive
Gadchiroli,Beauty & Wellness,1.6,,0.67,False,,1.0,71.0,56.0,30.0,,mssds_2023_projection_merged.csv,gadchiroli,beauty & wellness
Gadchiroli,BFSI,6.88,,0.5,False,2920.0,6.0,51.0,,,,mssds_2023_projection_merged.csv,gadchiroli,bfsi
Gadchiroli,Capital Goods,0.47,,0.83,False,27.0,1.0,3.0,60.0,60.0,,mssds_2023_projection_merged.csv,gadchiroli,capital goods
Gadchiroli,Electronics,1.72,0.0,1.0,True,1.0,2.0,116.0,60.0,210.0,0.0,mssds_2023_projection_merged.csv,gadchiroli,electronics
Gadchiroli,Furniture & Fittings,0.44,,0.83,False,3.0,1.0,4.0,30.0,60.0,,mssds_2023_projection_merged.csv,gadchiroli,furniture & fittings
Gadchiroli,Green Jobs,0.51,,0.33,True,,,23.0,,,0.0,mssds_2023_projection_merged.csv,gadchiroli,green jobs
Gadchiroli,Iron & Steel,0.88,,0.5,False,250.0,1.0,16.0,,,,mssds_2023_projection_merged.csv,gadchiroli,iron & steel
Gadchiroli,IT/ITeS,1.79,0.0,0.83,True,,1.0,86.0,232.0,450.0,0.0,mssds_2023_projection_merged.csv,gadchiroli,it/ites
Gadchiroli,Logistics,0.04,,0.33,False,,,2.0,,120.0,,mssds_2023_projection_merged.csv,gadchiroli,logistics
Gadchiroli,Management,2.19,,0.83,False,183.0,4.0,38.0,50.0,60.0,,mssds_2023_projection_merged.csv,gadchiroli,management
Gadchiroli,Power,0.42,,0.5,False,,,19.0,111.0,120.0,,mssds_2023_projection_merged.csv,gadchiroli,power
Gadchiroli,Tourism & Hospitality,0.62,,0.67,False,8.0,1.0,26.0,270.0,,,mssds_2023_projection_merged.csv,gadchiroli,tourism & hospitality
Gondia,Agriculture,1.55,,0.83,True,37.0,2.0,88.0,,420.0,0.0,mssds_2023_projection_merged.csv,gondia,agriculture
Gondia,Apparel,0.27,,0.5,False,,,12.0,1303.0,150.0,,mssds_2023_projection_merged.csv,gondia,apparel
Gondia,Automotive,6.79,,0.83,False,3215.0,4.0,93.0,53.0,240.0,,mssds_2023_projection_merged.csv,gondia,automotive
Gondia,Beauty & Wellness,0.84,,0.67,False,,1.0,12.0,470.0,150.0,,mssds_2023_projection_merged.csv,gondia,beauty & wellness
Gondia,BFSI,3.41,,0.5,False,698.0,5.0,51.0,,,,mssds_2023_projection_merged.csv,gondia,bfsi
Gondia,Capital Goods,0.09,,0.5,False,,,4.0,399.0,210.0,,mssds_2023_projection_merged.csv,gondia,capital goods
Gondia,Construction,1.08,,0.83,True,23.0,1.0,82.0,,240.0,30.0,mssds_2023_projection_merged.csv,gondia,construction
Gondia,Domestic Workers,0.11,,0.5,False,,,5.0,135.0,180.0,,mssds_2023_projection_merged.csv,gondia,domestic workers
Gondia,Electronics,1.64,0.0,1.0,True,1.0,1.0,159.0,414.0,300.0,0.0,mssds_2023_projection_merged.csv,gondia,electronics
Gondia,Furniture & Fittings,,,0.17,False,,,,,60.0,,mssds_2023_projection_merged.csv,gondia,furniture & fittings
Gondia,Green Jobs,0.29,0.0,0.67,True,,,13.0,30.0,60.0,0.0,mssds_2023_projection_merged.csv,gondia,green jobs
Gondia,Healthcare,1.04,,0.67,False,8.0,1.0,80.0,,270.0,,mssds_2023_projection_merged.csv,gondia,healthcare
Gondia,Iron & Steel,0.88,,0.5,False,250.0,1.0,16.0,,,,mssds_2023_projection_merged.csv,gondia,iron & steel
Gondia,IT/ITeS,1.86,0.0,0.67,True,,,84.0,90.0,120.0,0.0,mssds_2023_projection_merged.csv,gondia,it/ites
Gondia,Logistics,0.04,,0.5,False,,,2.0,411.0,210.0,,mssds_2023_projection_merged.csv,gondia,logistics
Gondia,Management,1.73,,0.83,False,158.0,3.0,37.0,90.0,210.0,,mssds_2023_projection_merged.csv,gondia,management
Gondia,Media & Entertainment,0.18,,0.33,False,,,8.0,930.0,,,mssds_2023_projection_merged.csv,gondia,media & entertainment
Gondia,Paints & Coatings,0.04,,0.33,False,,,2.0,,90.0,,mssds_2023_projection_merged.csv,gondia,paints & coatings
Gondia,Plumbing,0.07,,0.33,False,,,3.0,,60.0,,mssds_2023_projection_merged.csv,gondia,plumbing
Gondia,Power,1.31,,0.5,False,,,59.0,110.0,120.0,,mssds_2023_projection_merged.csv,gondia,power
Gondia,Telecom,0.13,0.0,0.5,True,,,6.0,120.0,,0.0,mssds_2023_projection_merged.csv,gondia,telecom
Gondia,Tourism & Hospitality,0.44,,0.33,False,,,20.0,300.0,,,mssds_2023_projection_merged.csv,gondia,tourism & hospitality
Hingoli,Agriculture,4.05,,0.83,True,309.0,5.0,204.0,,600.0,180.0,mssds_2023_projection_merged.csv,hingoli,agriculture
Hingoli,Apparel,2.5,,0.33,False,,,113.0,90.0,,,mssds_2023_projection_merged.csv,hingoli,apparel
Hingoli,Automotive,3.68,,0.67,False,494.0,5.0,123.0,,540.0,,mssds_2023_projection_merged.csv,hingoli,automotive
Hingoli,Beauty & Wellness,2.73,,0.67,False,667.0,2.0,128.0,21.0,,,mssds_2023_projection_merged.csv,hingoli,beauty & wellness
Hingoli,BFSI,7.16,,0.67,False,817.0,10.0,250.0,30.0,,,mssds_2023_projection_merged.csv,hingoli,bfsi
Hingoli,Capital Goods,10.86,,0.33,False,,,491.0,250.0,,,mssds_2023_projection_merged.csv,hingoli,capital goods
Hingoli,Construction,2.39,,0.5,True,,,108.0,,600.0,600.0,mssds_2023_projection_merged.csv,hingoli,construction
Hingoli,Electronics,21.96,0.0,0.67,True,,,993.0,510.0,720.0,0.0,mssds_2023_projection_merged.csv,hingoli,electronics
Hingoli,Food Processing,8.56,,0.83,False,1588.0,12.0,188.0,76.0,120.0,,mssds_2023_projection_merged.csv,hingoli,food processing
Hingoli,Green Jobs,1.13,,0.5,True,,,51.0,,240.0,0.0,mssds_2023_projection_merged.csv,hingoli,green jobs
Hingoli,Healthcare,2.08,,0.67,False,4.0,1.0,215.0,,60.0,,mssds_2023_projection_merged.csv,hingoli,healthcare
Hingoli,Iron & Steel,1.32,,0.5,False,280.0,2.0,15.0,,,,mssds_2023_projection_merged.csv,hingoli,iron & steel
Hingoli,IT/ITeS,2.5,0.0,1.0,True,60.0,2.0,206.0,178.0,240.0,0.0,mssds_2023_projection_merged.csv,hingoli,it/ites
Hingoli,Life Science,0.95,,0.33,False,,,43.0,,360.0,,mssds_2023_projection_merged.csv,hingoli,life science
Hingoli,Media & Entertainment,1.39,,0.5,False,,,63.0,540.0,960.0,,mssds_2023_projection_merged.csv,hingoli,media & entertainment
Hingoli,Plumbing,0.31,,0.33,False,,,14.0,,120.0,,mssds_2023_projection_merged.csv,hingoli,plumbing
Hingoli,Power,0.53,,0.33,False,,,24.0,90.0,,,mssds_2023_projection_merged.csv,hingoli,power
Hingoli,Sports,1.17,,0.33,False,,,53.0,,60.0,,mssds_2023_projection_merged.csv,hingoli,sports
Hingoli,Telecom,0.51,0.0,0.67,True,,,23.0,270.0,120.0,0.0,mssds_2023_projection_merged.csv,hingoli,telecom
Hingoli,Textile,1.43,,0.67,False,61.0,3.0,15.0,,420.0,,mssds_2023_projection_merged.csv,hingoli,textile
Hingoli,Tourism & Hospitality,0.93,,0.67,False,,1.0,19.0,150.0,120.0,,mssds_2023_projection_merged.csv,hingoli,tourism & hospitality
Jalgaon,Agriculture,6.02,75.0,1.0,True,194.0,11.0,161.0,30.0,360.0,90.0,mssds_2023_projection_merged.csv,jalgaon,agriculture
Jalgaon,Apparel,2.37,,0.83,False,13.0,3.0,145.0,430.0,270.0,,mssds_2023_projection_merged.csv,jalgaon,apparel
Jalgaon,Automotive,6.41,,0.5,False,2087.0,7.0,86.0,,,,mssds_2023_projection_merged.csv,jalgaon,automotive
Jalgaon,Beauty & Wellness,3.56,,0.67,False,,1.0,223.0,180.0,180.0,,mssds_2023_projection_merged.csv,jalgaon,beauty & wellness
Jalgaon,BFSI,9.77,,0.5,False,2920.0,8.0,319.0,,,,mssds_2023_projection_merged.csv,jalgaon,bfsi
Jalgaon,Capital Goods,1.33,,0.67,False,293.0,2.0,14.0,60.0,,,mssds_2023_projection_merged.csv,jalgaon,capital goods
Jalgaon,Construction,1.73,,0.83,True,35.0,3.0,59.0,,60.0,300.0,mssds_2023_projection_merged.csv,jalgaon,construction
Jalgaon,Electronics,6.85,0.0,1.0,True,1545.0,6.0,292.0,330.0,570.0,0.0,mssds_2023_projection_merged.csv,jalgaon,electronics
Jalgaon,Green Jobs,1.35,,0.5,True,,,61.0,,120.0,0.0,mssds_2023_projection_merged.csv,jalgaon,green jobs
Jalgaon,Healthcare,3.17,,0.67,False,53.0,2.0,294.0,,270.0,,mssds_2023_projection_merged.csv,jalgaon,healthcare
Jalgaon,Instrumentation,,,0.33,False,,,,150.0,210.0,,mssds_2023_projection_merged.csv,jalgaon,instrumentation
Jalgaon,Iron & Steel,1.84,,0.5,False,420.0,2.0,57.0,,,,mssds_2023_projection_merged.csv,jalgaon,iron & steel
Jalgaon,IT/ITeS,7.66,0.0,1.0,True,4.0,3.0,830.0,320.0,540.0,0.0,mssds_2023_projection_merged.csv,jalgaon,it/ites
Jalgaon,Logistics,0.72,,0.5,False,,1.0,3.0,,60.0,,mssds_2023_projection_merged.csv,jalgaon,logistics
Jalgaon,Management,4.62,,0.67,False,1070.0,4.0,194.0,,270.0,,mssds_2023_projection_merged.csv,jalgaon,management
Jalgaon,Media & Entertainment,0.87,,0.83,False,17.0,1.0,57.0,180.0,180.0,,mssds_2023_projection_merged.csv,jalgaon,media & entertainment
Jalgaon,Power,0.93,,0.5,False,,,42.0,127.0,60.0,,mssds_2023_projection_merged.csv,jalgaon,power
Jalgaon,Retail,,,0.33,True,,,,,60.0,0.0,mssds_2023_projection_merged.csv,jalgaon,retail
Jalgaon,Telecom,0.58,0.0,1.0,True,40.0,1.0,15.0,90.0,90.0,0.0,mssds_2023_projection_merged.csv,jalgaon,telecom
Jalgaon,Tourism & Hospitality,0.58,,0.5,False,,,26.0,300.0,30.0,,mssds_2023_projection_merged.csv,jalgaon,tourism & hospitality
Jalna,Agriculture,3.01,55.38,1.0,True,35.0,2.0,277.0,290.0,720.0,360.0,mssds_2023_projection_merged.csv,jalna,agriculture
Jalna,Apparel,5.68,,0.83,False,840.0,7.0,214.0,2474.0,960.0,,mssds_2023_projection_merged.csv,jalna,apparel
Jalna,Automotive,14.54,,0.67,False,4789.0,17.0,125.0,,450.0,,mssds_2023_projection_merged.csv,jalna,automotive
Jalna,Beauty & Wellness,5.26,,0.67,False,,1.0,355.0,425.0,330.0,,mssds_2023_projection_merged.csv,jalna,beauty & wellness
Jalna,BFSI,19.56,,0.83,False,2948.0,8.0,1578.0,450.0,240.0,,mssds_2023_projection_merged.csv,jalna,bfsi
Jalna,Capital Goods,30.09,,0.83,False,3413.0,61.0,50.0,943.0,420.0,,mssds_2023_projection_merged.csv,jalna,capital goods
Jalna,Construction,4.12,,0.83,True,291.0,7.0,110.0,,360.0,120.0,mssds_2023_projection_merged.csv,jalna,construction
Jalna,Electronics,4.43,0.0,1.0,True,110.0,3.0,394.0,1741.0,780.0,0.0,mssds_2023_projection_merged.csv,jalna,electronics
Jalna,Food Processing,4.45,,0.83,False,447.0,5.0,230.0,570.0,240.0,,mssds_2023_projection_merged.csv,jalna,food processing
Jalna,Furniture & Fittings,1.41,,0.67,False,55.0,3.0,14.0,,60.0,,mssds_2023_projection_merged.csv,jalna,furniture & fittings
Jalna,Gem & Jewellery,2.26,,0.5,False,,,102.0,335.0,90.0,,mssds_2023_projection_merged.csv,jalna,gem & jewellery
Jalna,Green Jobs,1.66,,0.5,True,,,75.0,,30.0,0.0,mssds_2023_projection_merged.csv,jalna,green jobs
Jalna,Handicraft & Carpet,0.76,,0.67,False,15.0,1.0,43.0,,90.0,,mssds_2023_projection_merged.csv,jalna,handicraft & carpet
Jalna,Healthcare,4.81,,0.83,False,153.0,3.0,435.0,60.0,750.0,,mssds_2023_projection_merged.csv,jalna,healthcare
Jalna,Hydrocarbon,0.35,,0.33,False,,,16.0,,60.0,,mssds_2023_projection_merged.csv,jalna,hydrocarbon
Jalna,Iron & Steel,8.28,,0.67,False,2052.0,13.0,16.0,,60.0,,mssds_2023_projection_merged.csv,jalna,iron & steel
Jalna,IT/ITeS,17.03,0.0,1.0,True,32.0,7.0,1824.0,450.0,690.0,0.0,mssds_2023_projection_merged.csv,jalna,it/ites
Jalna,Life Science,3.45,,0.67,False,195.0,4.0,199.0,,30.0,,mssds_2023_projection_merged.csv,jalna,life science
Jalna,Logistics,2.4,,0.67,False,529.0,4.0,4.0,,240.0,,mssds_2023_projection_merged.csv,jalna,logistics
Jalna,Management,12.55,,0.67,False,4171.0,6.0,561.0,,180.0,,mssds_2023_projection_merged.csv,jalna,management
Jalna,Media & Entertainment,3.56,,0.5,False,,,161.0,1710.0,270.0,,mssds_2023_projection_merged.csv,jalna,media & entertainment
Jalna,Paints & Coatings,1.01,,0.5,False,300.0,1.0,24.0,,,,mssds_2023_projection_merged.csv,jalna,paints & coatings
Jalna,Plumbing,0.18,,0.5,False,,,8.0,60.0,120.0,,mssds_2023_projection_merged.csv,jalna,plumbing
Jalna,Power,0.83,,0.83,False,40.0,1.0,47.0,120.0,120.0,,mssds_2023_projection_merged.csv,jalna,power
Jalna,Retail,,,0.33,True,,,,,60.0,0.0,mssds_2023_projection_merged.csv,jalna,retail
Jalna,Telecom,0.69,0.0,0.67,True,,,31.0,360.0,150.0,0.0,mssds_2023_projection_merged.csv,jalna,telecom
Jalna,Textile,3.63,,0.67,False,792.0,5.0,63.0,,120.0,,mssds_2023_projection_merged.csv,jalna,textile
Jalna,Tourism & Hospitality,7.19,,0.83,False,611.0,13.0,132.0,990.0,240.0,,mssds_2023_projection_merged.csv,jalna,tourism & hospitality
Kolhapur,Agriculture,3.01,65.44,1.0,True,35.0,2.0,277.0,290.0,720.0,549.0,mssds_2023_projection_merged.csv,kolhapur,agriculture
Kolhapur,Apparel,5.68,,0.83,False,840.0,7.0,214.0,2474.0,960.0,,mssds_2023_projection_merged.csv,kolhapur,apparel
Kolhapur,Automotive,14.54,,0.67,False,4789.0,17.0,125.0,,450.0,,mssds_2023_projection_merged.csv,kolhapur,automotive
Kolhapur,Beauty & Wellness,5.26,,0.67,False,,1.0,355.0,425.0,330.0,,mssds_2023_projection_merged.csv,kolhapur,beauty & wellness
Kolhapur,BFSI,19.56,,0.83,False,2948.0,8.0,1578.0,450.0,240.0,,mssds_2023_projection_merged.csv,kolhapur,bfsi
Kolhapur,Capital Goods,30.09,,0.83,False,3413.0,61.0,50.0,943.0,420.0,,mssds_2023_projection_merged.csv,kolhapur,capital goods
Kolhapur,Construction,4.12,,0.83,True,291.0,7.0,110.0,,360.0,1236.0,mssds_2023_projection_merged.csv,kolhapur,construction
Kolhapur,Electronics,4.43,0.0,1.0,True,110.0,3.0,394.0,1741.0,780.0,0.0,mssds_2023_projection_merged.csv,kolhapur,electronics
Kolhapur,Food Processing,4.45,,0.83,False,447.0,5.0,230.0,570.0,240.0,,mssds_2023_projection_merged.csv,kolhapur,food processing
Kolhapur,Furniture & Fittings,1.41,,0.67,False,55.0,3.0,14.0,,60.0,,mssds_2023_projection_merged.csv,kolhapur,furniture & fittings
Kolhapur,Gem & Jewellery,2.26,,0.5,False,,,102.0,335.0,90.0,,mssds_2023_projection_merged.csv,kolhapur,gem & jewellery
Kolhapur,Green Jobs,1.66,,0.5,True,,,75.0,,30.0,0.0,mssds_2023_projection_merged.csv,kolhapur,green jobs
Kolhapur,Handicraft & Carpet,0.76,,0.67,False,15.0,1.0,43.0,,90.0,,mssds_2023_projection_merged.csv,kolhapur,handicraft & carpet
Kolhapur,Healthcare,4.81,,0.83,False,153.0,3.0,435.0,60.0,750.0,,mssds_2023_projection_merged.csv,kolhapur,healthcare
Kolhapur,Hydrocarbon,0.17,,0.5,False,0.0,,16.0,,60.0,,mssds_2023_projection_merged.csv,kolhapur,hydrocarbon
Kolhapur,Iron & Steel,8.28,,0.67,False,2052.0,13.0,16.0,,60.0,,mssds_2023_projection_merged.csv,kolhapur,iron & steel
Kolhapur,IT/ITeS,17.03,0.0,1.0,True,32.0,7.0,1824.0,450.0,690.0,0.0,mssds_2023_projection_merged.csv,kolhapur,it/ites
Kolhapur,Life Science,3.45,,0.67,False,195.0,4.0,199.0,,30.0,,mssds_2023_projection_merged.csv,kolhapur,life science
Kolhapur,Logistics,2.4,,0.67,False,529.0,4.0,4.0,,240.0,,mssds_2023_projection_merged.csv,kolhapur,logistics
Kolhapur,Management,12.55,,0.67,False,4171.0,6.0,561.0,,180.0,,mssds_2023_projection_merged.csv,kolhapur,management
Kolhapur,Media & Entertainment,3.56,,0.5,False,,,161.0,1710.0,270.0,,mssds_2023_projection_merged.csv,kolhapur,media & entertainment
Kolhapur,Paints & Coatings,1.01,,0.5,False,300.0,1.0,24.0,,,,mssds_2023_projection_merged.csv,kolhapur,paints & coatings
Kolhapur,Plumbing,0.18,,0.5,False,,,8.0,60.0,120.0,,mssds_2023_projection_merged.csv,kolhapur,plumbing
Kolhapur,Power,0.83,,0.83,False,40.0,1.0,47.0,120.0,120.0,,mssds_2023_projection_merged.csv,kolhapur,power
Kolhapur,Retail,,,0.33,True,,,,,60.0,0.0,mssds_2023_projection_merged.csv,kolhapur,retail
Kolhapur,Telecom,0.69,0.0,0.67,True,,,31.0,360.0,150.0,0.0,mssds_2023_projection_merged.csv,kolhapur,telecom
Kolhapur,Textile,3.63,,0.67,False,792.0,5.0,63.0,,120.0,,mssds_2023_projection_merged.csv,kolhapur,textile
Kolhapur,Tourism & Hospitality,7.19,,0.83,False,611.0,13.0,132.0,990.0,240.0,,mssds_2023_projection_merged.csv,kolhapur,tourism & hospitality
Latur,Agriculture,33.94,58.48,1.0,True,5689.0,61.0,142.0,120.0,810.0,169.0,mssds_2023_projection_merged.csv,latur,agriculture
Latur,Apparel,4.31,,0.83,False,56.0,7.0,176.0,1030.0,1260.0,,mssds_2023_projection_merged.csv,latur,apparel
Latur,Automotive,17.16,,0.83,False,3492.0,29.0,60.0,72.0,510.0,,mssds_2023_projection_merged.csv,latur,automotive
Latur,Beauty & Wellness,2.24,,0.83,False,47.0,4.0,69.0,320.0,150.0,,mssds_2023_projection_merged.csv,latur,beauty & wellness
Latur,BFSI,8.91,,0.83,False,2935.0,8.0,205.0,60.0,390.0,,mssds_2023_projection_merged.csv,latur,bfsi
Latur,Capital Goods,1.8,,0.67,False,58.0,4.0,10.0,,480.0,,mssds_2023_projection_merged.csv,latur,capital goods
Latur,Construction,4.32,,0.83,True,93.0,8.0,118.0,,300.0,394.0,mssds_2023_projection_merged.csv,latur,construction
Latur,Electronics,6.23,0.0,1.0,True,29.0,6.0,482.0,1081.0,720.0,0.0,mssds_2023_projection_merged.csv,latur,electronics
Latur,Food Processing,5.14,,0.83,False,1084.0,8.0,48.0,300.0,390.0,,mssds_2023_projection_merged.csv,latur,food processing
Latur,Green Jobs,0.49,0.0,0.67,True,,,22.0,60.0,120.0,0.0,mssds_2023_projection_merged.csv,latur,green jobs
Latur,Healthcare,2.48,,0.67,False,4.0,1.0,267.0,,180.0,,mssds_2023_projection_merged.csv,latur,healthcare
Latur,Iron & Steel,1.69,,0.67,False,273.0,3.0,11.0,,120.0,,mssds_2023_projection_merged.csv,latur,iron & steel
Latur,IT/ITeS,7.44,0.0,0.83,True,,1.0,524.0,134.0,1110.0,0.0,mssds_2023_projection_merged.csv,latur,it/ites
Latur,Logistics,0.11,,0.5,False,,,5.0,240.0,330.0,,mssds_2023_projection_merged.csv,latur,logistics
Latur,Management,4.87,,0.5,False,239.0,9.0,110.0,,,,mssds_2023_projection_merged.csv,latur,management
Latur,Media & Entertainment,2.11,,0.83,False,7.0,3.0,112.0,900.0,360.0,,mssds_2023_projection_merged.csv,latur,media & entertainment
Latur,Paints & Coatings,0.2,,0.33,False,,,9.0,,60.0,,mssds_2023_projection_merged.csv,latur,paints & coatings
Latur,Plumbing,0.04,,0.33,False,,,2.0,,60.0,,mssds_2023_projection_merged.csv,latur,plumbing
Latur,Power,1.11,,0.5,False,,,50.0,172.0,270.0,,mssds_2023_projection_merged.csv,latur,power
Latur,Telecom,2.13,0.0,1.0,True,10.0,2.0,168.0,260.0,90.0,0.0,mssds_2023_projection_merged.csv,latur,telecom
Latur,Tourism & Hospitality,2.75,,0.83,False,32.0,4.0,138.0,440.0,210.0,,mssds_2023_projection_merged.csv,latur,tourism & hospitality
Mumbai City,Aerospace & Aviation,3.47,,0.67,False,900.0,1.0,235.0,,90.0,,mssds_2023_projection_merged.csv,mumbai,aerospace & aviation
Mumbai City,Agriculture,2.15,,0.5,True,,,97.0,,120.0,0.0,mssds_2023_projection_merged.csv,mumbai,agriculture
Mumbai City,Apparel,1.73,,0.83,False,3.0,2.0,117.0,571.0,510.0,,mssds_2023_projection_merged.csv,mumbai,apparel
Mumbai City,Automotive,3.73,,0.67,False,1295.0,3.0,93.0,,235.0,,mssds_2023_projection_merged.csv,mumbai,automotive
Mumbai City,Beauty & Wellness,6.37,,0.83,False,18.0,3.0,661.0,322.0,560.0,,mssds_2023_projection_merged.csv,mumbai,beauty & wellness
Mumbai City,BFSI,64.19,,0.83,False,29014.0,8.0,2701.0,270.0,1220.0,,mssds_2023_projection_merged.csv,mumbai,bfsi
Mumbai City,Capital Goods,0.91,,0.5,False,,,41.0,102.0,410.0,,mssds_2023_projection_merged.csv,mumbai,capital goods
Mumbai City,Construction,1.48,,0.83,True,29.0,2.0,80.0,,270.0,2415.0,mssds_2023_projection_merged.csv,mumbai,construction
Mumbai City,Domestic Workers,0.51,,0.83,False,8.0,1.0,11.0,9.0,60.0,,mssds_2023_projection_merged.csv,mumbai,domestic workers
Mumbai City,Electronics,4.58,0.0,1.0,True,603.0,4.0,272.0,30.0,870.0,0.0,mssds_2023_projection_merged.csv,mumbai,electronics
Mumbai City,Food Processing,6.3,,0.33,False,,,285.0,,300.0,,mssds_2023_projection_merged.csv,mumbai,food processing
Mumbai City,Furniture & Fittings,0.58,,0.33,False,,,26.0,,180.0,,mssds_2023_projection_merged.csv,mumbai,furniture & fittings
Mumbai City,Gem & Jewellery,2.93,,0.67,False,742.0,2.0,140.0,,400.0,,mssds_2023_projection_merged.csv,mumbai,gem & jewellery
Mumbai City,Green Jobs,1.02,,0.5,True,,,46.0,,120.0,0.0,mssds_2023_projection_merged.csv,mumbai,green jobs
Mumbai City,Healthcare,6.49,,0.67,False,20.0,5.0,570.0,,1330.0,,mssds_2023_projection_merged.csv,mumbai,healthcare
Mumbai City,IT/ITeS,28.31,0.0,1.0,True,6094.0,16.0,1724.0,270.0,1150.0,0.0,mssds_2023_projection_merged.csv,mumbai,it/ites
Mumbai City,Leather,0.07,,0.33,False,,,3.0,,390.0,,mssds_2023_projection_merged.csv,mumbai,leather
Mumbai City,Logistics,3.97,,0.67,False,793.0,5.0,107.0,,690.0,,mssds_2023_projection_merged.csv,mumbai,logistics
Mumbai City,Management,28.09,,0.67,False,10117.0,9.0,1350.0,,360.0,,mssds_2023_projection_merged.csv,mumbai,management
Mumbai City,Media & Entertainment,8.76,,0.67,False,215.0,4.0,881.0,,670.0,,mssds_2023_projection_merged.csv,mumbai,media & entertainment
Mumbai City,Persons with Disability,,,0.17,False,,,,,180.0,,mssds_2023_projection_merged.csv,mumbai,persons with disability
Mumbai City,Power,0.71,,0.33,False,,,32.0,,60.0,,mssds_2023_projection_merged.csv,mumbai,power
Mumbai City,Retail,,,0.33,True,,,,,180.0,5954.0,mssds_2023_projection_merged.csv,mumbai,retail
Mumbai City,Rubber,0.11,,0.33,False,,,5.0,,420.0,,mssds_2023_projection_merged.csv,mumbai,rubber
Mumbai City,Telecom,0.6,0.0,1.0,True,2.0,1.0,24.0,270.0,400.0,0.0,mssds_2023_projection_merged.csv,mumbai,telecom
Mumbai City,Textile,1.61,,0.33,False,,,73.0,,150.0,,mssds_2023_projection_merged.csv,mumbai,textile
Mumbai City,Tourism & Hospitality,21.97,,0.83,False,12515.0,5.0,344.0,60.0,540.0,,mssds_2023_projection_merged.csv,mumbai,tourism & hospitality
Mumbai Suburban,Aerospace & Aviation,6.46,,0.5,False,,,292.0,240.0,930.0,,mssds_2023_projection_merged.csv,mumbai suburban,aerospace & aviation
Mumbai Suburban,Agriculture,0.97,,0.83,True,0.0,0.0,125.0,,240.0,0.0,mssds_2023_projection_merged.csv,mumbai suburban,agriculture
Mumbai Suburban,Apparel,1.97,,0.83,False,2.0,3.0,95.0,179.0,750.0,,mssds_2023_projection_merged.csv,mumbai suburban,apparel
Mumbai Suburban,Automotive,3.89,,0.67,False,1233.0,,157.0,150.0,180.0,,mssds_2023_projection_merged.csv,mumbai suburban,automotive
Mumbai Suburban,Beauty & Wellness,4.68,,0.67,False,8.0,2.0,497.0,,720.0,,mssds_2023_projection_merged.csv,mumbai suburban,beauty & wellness
Mumbai Suburban,BFSI,82.18,,0.83,False,28278.0,20.0,4521.0,31.0,420.0,,mssds_2023_projection_merged.csv,mumbai suburban,bfsi
Mumbai Suburban,Capital Goods,1.26,,0.67,False,,1.0,45.0,20.0,180.0,,mssds_2023_projection_merged.csv,mumbai suburban,capital goods
Mumbai Suburban,Construction,1.94,,0.83,True,2.0,3.0,91.0,,390.0,905.0,mssds_2023_projection_merged.csv,mumbai suburban,construction
Mumbai Suburban,Electronics,7.92,11.27,1.0,True,922.0,11.0,277.0,630.0,1230.0,80.0,mssds_2023_projection_merged.csv,mumbai suburban,electronics
Mumbai Suburban,Food Processing,5.29,,0.67,False,,2.0,304.0,27.0,180.0,,mssds_2023_projection_merged.csv,mumbai suburban,food processing
Mumbai Suburban,Furniture & Fittings,0.53,,0.5,False,,,24.0,120.0,240.0,,mssds_2023_projection_merged.csv,mumbai suburban,furniture & fittings
Mumbai Suburban,Gem & Jewellery,7.44,,0.67,False,912.0,13.0,110.0,,720.0,,mssds_2023_projection_merged.csv,mumbai suburban,gem & jewellery
Mumbai Suburban,Green Jobs,1.04,0.0,0.67,True,,,47.0,30.0,180.0,0.0,mssds_2023_projection_merged.csv,mumbai suburban,green jobs
Mumbai Suburban,Healthcare,6.29,,0.67,False,8.0,5.0,547.0,,1320.0,,mssds_2023_projection_merged.csv,mumbai suburban,healthcare
Mumbai Suburban,Iron & Steel,0.97,,0.67,False,250.0,1.0,28.0,,60.0,,mssds_2023_projection_merged.csv,mumbai suburban,iron & steel
Mumbai Suburban,IT/ITeS,33.19,0.0,1.0,True,5782.0,17.0,2357.0,240.0,1130.0,0.0,mssds_2023_projection_merged.csv,mumbai suburban,it/ites
Mumbai Suburban,Leather,0.11,,0.33,False,,,5.0,,120.0,,mssds_2023_projection_merged.csv,mumbai suburban,leather
Mumbai Suburban,Logistics,3.6,,0.83,False,768.0,4.0,116.0,88.0,360.0,,mssds_2023_projection_merged.csv,mumbai suburban,logistics
Mumbai Suburban,Management,33.63,,0.67,False,10619.0,9.0,1977.0,,330.0,,mssds_2023_projection_merged.csv,mumbai suburban,management
Mumbai Suburban,Media & Entertainment,10.1,,0.83,False,205.0,4.0,1057.0,940.0,1230.0,,mssds_2023_projection_merged.csv,mumbai suburban,media & entertainment
Mumbai Suburban,Paints & Coatings,1.56,,0.5,False,,1.0,68.0,,360.0,,mssds_2023_projection_merged.csv,mumbai suburban,paints & coatings
Mumbai Suburban,Plumbing,0.15,,0.33,False,,,7.0,,60.0,,mssds_2023_projection_merged.csv,mumbai suburban,plumbing
